AGB,# stems,B1,B2,B3,B4,B5,mean_intensity,std_intensity,mean_height (m),perc25_height,median_height,perc75_height,std_height,var_height,skew_height,kurto_height,dens_q100,dens_q75,dens_q50,dens_q25,mean_zdiff_q100,mean_zdiff_q75,mean_zdiff_q50,mean_zdiff_q25
1184.764706,0,481.1759163,1489.495742,329.7679796,3783.175486,16201.16471,29.78313253,1.869528597,0.843993508,0.811975435,0.840575435,0.874425435,0.040434472,0.001634947,0.09092705,-0.744527439,0.253012048,0.240963855,0.253012048,0.253012048,0.002695,0.001726316,0.00131,0.00255
743.6111111,0,710.0487646,1949.170648,465.1706699,4827.056581,20110.7694,31.0931677,1.674808758,0.680771014,0.637066667,0.683766667,0.721366667,0.05338471,0.002849927,-0.204966083,-0.883295135,0.25,0.25,0.25,0.25,0.000806452,0.000577419,0.000764516,0.002287097
583.7647059,0,607.959142,1766.278816,410.5573948,4334.70511,17621.5913,30.17757009,1.786831813,0.66343053,0.639183333,0.660333333,0.687583333,0.032953679,0.001085945,0.041708153,-0.664840409,0,0,0,0,0,0,0,0
478.1714286,0,653.4112458,1892.362846,430.5242066,4750.096589,18189.79853,30.46902655,1.64597012,0.625761652,0.588033333,0.631833333,0.685733333,0.071272078,0.005079709,-0.5308681,-0.553423269,0.247787611,0.247787611,0.247787611,0.256637168,0.002918519,0.001892593,0.001588889,0.004725
403.7714286,0,505.5487455,1869.769961,480.4248806,5192.177339,21253.35182,30.8230088,2.231036461,0.502528909,0.470633333,0.501433333,0.529833333,0.039833637,0.001586719,0.193843505,-0.649866872,0.247787611,0.247787611,0.247787611,0.256637168,0.002362963,0.001040741,0.001014815,0.001571429
945.4285714,0,614.3455908,2076.68276,541.2128771,5443.791007,21159.2566,30.9765625,2.044294055,0.596967969,0.579425,0.5941,0.615625,0.024282835,0.000589656,0.013704538,-0.762706343,0.25,0.25,0.25,0.25,0.001148387,0.000677419,0.000464516,0.001432258
1990.764706,0,767.2419512,2210.49194,508.217771,5178.798486,19849.61982,31.15238095,1.793007329,0.786119048,0.769533333,0.787433333,0.801233333,0.026381709,0.000695995,-0.040596619,-0.375128403,0.247619048,0.247619048,0.247619048,0.257142857,0.001712,0.00054,0.000696,0.001588462
881.6470588,0,607.7131883,1800.860677,414.3853132,4572.278803,18358.44079,30.18181818,1.641406371,0.680540404,0.651525,0.67855,0.70475,0.037256907,0.001388077,0.418936907,-0.478305616,0,0,0,0,0,0,0,0
1389.771429,0,538.2057986,1921.68889,519.4111244,5420.985201,24415.65716,31.4,1.692335664,0.655731733,0.630533333,0.657633333,0.684233333,0.035958908,0.001293043,-0.302966316,-0.642995671,0.248,0.248,0.248,0.256,0.001356667,0.000863333,0.000883333,0.002254839
867,0,855.9126994,2828.851739,850.1672572,7258.14113,23501.60221,30.66666667,1.568050178,0.674977419,0.6531,0.6813,0.7007,0.036144445,0.001306421,-0.614188275,0.22202489,0.247311828,0.247311828,0.247311828,0.258064516,0.002277273,0.000859091,0.001254545,0.003882609
878.9411765,0,620.4425111,1870.155317,449.1639192,4792.113411,19985.48036,29.88349515,1.747680687,0.723905825,0.68755,0.7295,0.75895,0.049959026,0.002495904,-0.302012075,-0.594284876,0,0,0,0,0,0,0,0
1429.222222,0,541.6097745,1664.032405,357.2032493,4224.292318,18292.6962,29.46456693,1.429692305,0.691270341,0.646433333,0.689733333,0.725583333,0.057602217,0.003318015,0.296063438,-0.316752352,0,0,0,0,0,0,0,0
1256.742857,0,601.3306402,1813.169241,434.5483502,4488.975647,18331.31511,31.07526882,1.490013777,0.809170244,0.774217556,0.811217556,0.847617556,0.048663127,0.0023681,-0.247912297,-0.227744797,0.247311828,0.247311828,0.23655914,0.268817204,0.002618182,0.001640909,0.001714286,0.004770833
1625,0,583.8618556,1748.650653,413.3496414,4474.097966,19433.28193,29.7260274,1.677900465,0.792387671,0.777225,0.7917,0.8151,0.026746163,0.000715357,-0.37184067,-0.320978702,0.253424658,0.246575342,0.246575342,0.253424658,0.000755556,0.000645714,0.000405714,0.001655556
873.2,0,529.1393993,1695.000051,390.4508569,4263.664073,17141.75299,30.71111111,1.645945261,0.692369177,0.662653621,0.697753621,0.726953621,0.045645505,0.002083512,-0.396377989,-0.440540181,0.251851852,0.244444444,0.251851852,0.251851852,0.001866667,0.000878125,0.001057576,0.002660606
170.2941176,0,1703.591964,3522.09224,1913.289319,7010.895039,14079.8825,31.73224044,1.346681372,0.135430237,0.115011111,0.131711111,0.153211111,0.023680284,0.000560756,0.423330336,-0.926191747,0.244803695,0.244803695,0.25404157,0.256351039,0.000638095,0.000171429,0.000165138,0.000718182
